user_id,user_avg_stars,user_review_count,user_useful
FaMfDE4u1LJB4enXHJXY9Q,2.0,1,0
jWP8GeK-wA1DRMZ4INOQHA,4.6,5,16
qcgIlADiUCdK2LrxCJFdTQ,5.0,2,0
5BeaqcW9-zLxjftV0Ub_yQ,5.0,1,0
3tPiEiJJ8-pjAl6Y090CLQ,2.58,36,1
cGFUzFmFSnXV5N3URgYEYA,2.6,3,0
4kQtYZTM4KfwQWpBF_1sVg,3.67,3,0
YSvMlcF2k6KtUCedgfsYwg,1.0,1,1
JbS2ZzYoc_hHuShX1R0H6g,5.0,1,0
E36zNwNLcWMuANpZ1_1a-g,3.0,2,1
xaZnGc-wud3wpwXfeKUBfA,2.0,1,0
H1UbzRQn0NjzWHEK-h7IrA,5.0,2,0
XCoASnbdJjLW1pcQ2JYrYQ,4.21,25,3
O7iznuGaGpW0Pf3tSOr24g,4.59,16,0
E6dX-92_PXJE2KsxWu2sDg,4.67,3,0
z6JRwD8wV3fBFO3k9uLntw,4.06,16,0
fXQeyX3MBn7vVSZH8Qv5yw,4.91,11,0
S2j6sI5aqYmV3O_pYdjdvA,5.0,4,0
WeVkkF5L39888IPPlRhNpg,4.2,5,0
5CgjjDAic2-FAvCtiHpytA,1.0,1,0
w3tLJ5ZLI2v2rXBD6rNZPg,4.5,2,0
J0ISmLEuhKhak7YqkbNJwQ,4.75,4,2
TDlh1XJgWXifMTzKORtH5Q,5.0,1,0
1J1tkkCmh2B91iYHxcUfUw,3.78,8,0
xLirVBRxTJFx3j8tFn9-_Q,5.0,1,0
wDLDCtpOCrGLoBXNAmYLXw,4.5,4,2
T68Jp8kv9-Hd9vrMOv7nWA,4.0,3,0
C8ZHYm3uf8BsDoFlcVXYsg,3.0,6,1
5P7fikvZJhK-w5vXuAFE4A,5.0,1,2
r3h2UhT--xMcJuPon5KfYQ,3.0,2,1
z8wN6EQuw_JF-zTjcNgsLw,4.0,4,0
HadPzytSxZdlG_d1x5i7yA,4.67,3,0
_mePgDEGGupZEmQ8L8KkHQ,3.0,2,0
8NDLqoj_5-gDImTd12XUGg,3.52,22,0
1Djq12dBoo55wxZrB7lTXg,3.8,5,1
rxSeDJ2uNs5rbgMlCBvj4w,3.67,3,0
iAC9LC2uOpBBgqbG9QTTpg,1.0,1,0
5Jnf-RzfKkvrn7_RMnavyg,5.0,1,0
513UyDhbxXJsiNQ26jfBOQ,4.2,5,1
9dbDUWtZ0SbuYHuTfCJe1w,5.0,1,0
xw2mHGjTOs-VheN8707czQ,4.43,7,0
bhtU42t-I5UkqdzWvcZwkg,3.54,90,12
CStNqW-DPhXJ2raCHQVQlw,1.5,1,2
LnjnrLnh4pLYAWAtXJl0VA,4.13,5,0
n5-JXLZ_8jBHAJSIVrppag,5.0,1,0
gTa6OqndLhLs9xDxv-wP_Q,4.44,9,0
tRg5C5-grs8pTig7r94wfg,2.67,6,2
5hmbUvcEdNRcHmmvWiNTkA,5.0,1,0
2kPYQbwAjPQw0AHk4Gzn-Q,4.25,4,0
VO-5v8h4TDOR0OUpHAkvMA,1.0,1,0
AOB4T-CRZBQi0OidMiIonA,2.83,11,0
mzCsNhs6YXphlxOG3nnatw,5.0,5,0
hkSfv5w-ZyyQiFSWDbHh4g,2.57,7,0
TsVz8QxZz5FCiRpW_tJO3g,4.83,6,0
syTc1KgK9GSvzraf2mdXfA,1.5,2,1
o6y5ifH_o3iEjAYJFTWiLQ,3.0,4,1
1g4I0KPRfR-Umv2y1od4zg,4.57,7,0
xz1QqS-Ig-Rug8w_fIxu1g,3.5,2,0
0he9pPAnnIcLuU0krmNQ4g,3.75,6,0
RymNpRHjLbzw0lbXhCJC9Q,5.0,2,0
2dYwCc6uX1cAvPtycD-OSA,5.0,2,0
57e9N1pARtDml7YEW-NClg,5.0,1,0
oxI5YQ-K_ts7uSnWJTrS1A,4.28,69,989
Tv6bxW_ZoEa7uurnlZooGw,3.65,22,3
4JVXfzp7I2Zk4YIYIAR8gw,4.5,2,0
FanPEgSNRCDKx01CY2fwDQ,3.67,3,0
wjezV7ccjWj9VNDA-hBEVA,3.54,50,5
50YW63KoSXZIvB2Ns4kZYg,4.5,4,118
2IX9hFZqXiAHAdsDxCCLrQ,3.49,55,0
J33rdeIeABHlNjp8yGmCOw,5.0,2,0
5yJsspD5R8yd0tfjKGgyYA,1.5,2,2
JgUrVRMzcKlCeg3kFTAAcA,3.69,158,1050
HP2e0o0sBuOhNcXCNScE7Q,4.0,2,0
MlLaj14Wyv3U3G-G4B4KnA,4.4,5,0
SYRvI67sffzk9tv-xqVICA,2.5,4,1
Fb5IFx4jshHnqNh8tB-IUw,3.34,112,26
Oq2e4Gh2kbuhc_Q2_ygLaQ,5.0,1,0
c2Th4Iwu47fdatnTGdfeNA,5.0,7,6
MDBsuk7wm3RYaWA0GSZsNg,5.0,2,0
WnOMbzRSq7UEWae6TH_E-A,5.0,6,4
m-jjCAMEnGi27w4fbGVyuw,5.0,7,10
QtGXr3Y74fnWfdWpGJIldw,3.33,3,1
PlaC6W3jWwY2mljX30xG4Q,4.64,11,0
Xe5rjgz2GLvm_fKNwQnr6Q,3.67,3,0
-g7uAyj_k1agDAYBixl2kA,1.5,2,0
etCAXizBPFc8y2_eKZch1A,4.57,14,0
m-u44kEaDxDeoFJWpz-p2A,4.0,3,0
Ynf6k0efN_Ss0K1OtKXWBw,4.07,14,1
We_goaUVzCRp7EmLvCi8hg,3.93,14,3
z1lhZkkGp0I__lrYfte66A,3.38,15,3
J9-_eI79CDQETiDznPpIfw,2.0,1,0
-SWRw9-1ARVKLAWE0Sxw1Q,1.0,1,5
-_2h2cJlBOWAYrfplMU-Cg,4.0,6,1
mFpd5wpFNzMdBtKsTg8gmw,4.63,8,1
DprZw-Y4pf3bcp8AzGBLYQ,4.57,7,3
5O4cF6EjkR4j4KTJ4nMopw,4.5,8,0
HL3h_SsXhVHPRF5T1WB2gA,1.0,2,0
kcAjBrN9Mk8cBXAW84iNrA,4.0,3,0
Qrw9buA2Iac4rXs7rOgb5w,5.0,1,0
yXZCWiUYONEDVsxOtENANg,3.67,3,0
9U6T_aOZRijkCXIf3H_NLA,3.0,2,0
bhIp048WD-ktHIB0vj5CHQ,5.0,1,0
VyCYGD-WtTnxbStPSz3SDg,1.0,1,0
C5LRVjXSkWuLIU7f-F_BhQ,3.67,18,0
3oKtLdAO138VHY8KTlpXuQ,1.0,1,0
DpXP94D3qQaCyIRWeM-tYw,1.0,1,0
Dv24ifGmtG6RoFqP0Aqpyg,5.0,3,5
kgZ6oZPPj8tnCVM3YBOlcw,5.0,2,0
6UukJZZ8qYqB7iQTpK_9AQ,5.0,1,0
uiXlYrojQCyoFuBhPKle7g,5.0,1,0
urwJXMobczuami4TTLtY3A,5.0,2,0
28UpfZDyuxAP3dz98f_XYg,3.67,3,1
9heCEKCw1biRWs0Tx14HBw,5.0,1,0
3U9aXlBC5UxQelJhrJFKaQ,3.0,2,0
X7oopeYqflCIIOMN1gBkIA,5.0,1,0
wp_z1IttrHzUP0TDyb4JvA,3.0,2,0
y_zvCJ5a7c3pXdIHJfjwcQ,1.0,1,0
Fu4ge4pYj-DIhiPtza7d_A,1.0,1,0
_E5AHEgUYewV_dj6ZtlVkw,1.0,1,0
Rqids6UHUeyz9d6y5z4qFg,5.0,1,0
t83Y7BK7zC_PqCtHcCKoyQ,2.67,4,0
lmC0AI32PDEPyt16CuojtA,2.0,4,2
THI7orwAlsM4gIB17Aw5yw,1.25,4,0
clyRlflnPtG7ONJRLa16NQ,4.0,4,1
cXyxHYmv3aWGxK-M-oL49A,3.75,3,1
JjiC01WZYPyB6K6MwwyE8g,1.0,1,0
c9NWY_VoDsvJIr1FevP9-A,5.0,1,0
_a7O6G9QY9dHxESCrTu97w,3.2,5,2
8-_C9JinFkB3qKJuWWOkqg,3.7,10,0
jHkKBs7LxpoaPpxjM9pZ7Q,4.33,2,0
bHegqq31tykJQqmIOZgmHg,4.92,12,8
MCB3AePzrGJGEOaaaNkerg,3.33,3,0
R32J-GEO1mCOznLgL2rlEQ,1.0,1,0
ON0RTckPkZPIyyFi6OKDDw,4.83,6,1
BQkC6RneYfvfG6wRe0hsvQ,2.25,4,2
6pIVR1VkHteMRUtR8QmwZA,4.14,7,0
UjPKcHvnYYN4WeIK9T1qxA,1.0,1,0
lg6A_mR2OTCYAqc5YpzV7A,3.17,6,0
z_BE4BHbvIkQ3VPHNvrowg,3.0,2,0
TDYMWauyBsTT_n5_cntPlQ,5.0,1,0
6up8SqPkNKU_e6vh4rmA8A,3.33,6,0
x7MTawsb7UNY-tm6JbPS4w,5.0,1,1
jE_9k6iD1VR9DPbz-AWSEw,4.25,4,0
D1RyCB-ICAPFuTATU07zyg,3.75,4,0
m-Ozhs3WYoj8gk1wtRaETQ,1.0,1,0
vqlsedQv-y7rSrECixxqQQ,5.0,1,0
yfLCGS1XKCfZ19gH-u6QMA,4.0,7,8
paTeCsCfPT_WHs_h41OPFw,3.2,23,3
sAXyQwIrN_6e0vFJFadsqA,1.33,2,8
M9px-fXwb5e1e_UYsl-3Aw,4.46,24,0
OdTvOw8NKzaCcsj_dnRZSQ,3.0,1,0
TO1QRik3388HENVipUjLag,3.0,1,1
SlH3DCXVxltSCo8gt9p2iQ,4.67,18,8
vT4_4PO47m0IrlgUA3poEA,4.44,9,0
n6O4g6AIWawDh4uh-n-pbg,3.0,1,0
0HRPsDd8Baz4AQkBieps-w,4.5,2,0
JYBTUmZc3ZYhVfUnYjfdgw,5.0,3,0
wMwccG-Q-7roDbX44hbMXA,5.0,1,0
aktRRIrUZD2BorZnLpOXFw,1.0,4,0
x2mDZ9dVpV0hUvjhGkMcqQ,3.0,1,0
29ZCciKFQpL0VP76MALF-w,4.0,1,0
R43I5i_f-qAuaimQRJLiog,5.0,1,0
3Sa_tqwO7turnZ0ky1Mi_g,4.27,11,1
QfgMjfYWp9qCytkNu2-nxA,3.67,8,0
d9ezNm6F6DnYEwj4UEC87g,5.0,1,0
IuEb-wEFXIGSSH1ctOSX3w,5.0,4,0
xd7mceGK_P-4gSkoBwoHdQ,1.0,2,0
U35LsSh-ctVAXofIPWN8Aw,4.58,11,0
XaIPH8-rO_KIrDYkthXQLw,2.0,1,0
v_ijDxkfjn-6kmiRjXj1ow,1.0,1,0
utUd-QM4k-5_UbcRAPqZWQ,5.0,1,0
r1LycfADR-_Bq-CRRL4Z5w,3.8,5,0
5nr8mg_kwaBK3z52Q13IUg,3.0,2,0
mJK5rZeXKm0bfR5fzIuQNg,5.0,1,0
kPaqBMv4mU-N80Fzd8vU3A,5.0,2,0
i2C8AzBscauBzbc3BRXqag,2.0,1,1
BE3YCdHWd0iT3fuoMtwN_Q,3.88,33,1
3e785TOicIS939UcuH572A,5.0,1,0
yKRwfWTnEy89urwbpe-7nQ,3.73,15,0
xurXtxF9jff9O2pclOVxOg,4.0,1,0
HfYVNNeXvIdBYo83IG0uQQ,5.0,1,0
sSlTn2Tc2hJJ2nxi63tqKA,1.0,1,1
Cuy--OckPQaJfigQbBNc8Q,2.0,3,0
eULR64xQ4X1h7H8t4hNFIQ,4.0,4,0
Lf97dJbStF1fVjMr6AkDxw,3.0,4,0
fo6uGa4EFO5TixRlAJGLrw,5.0,1,0
kLes8E8yJ2bbU9KtUmJPcA,5.0,2,0
xEnUwiVUhGtVYu2cplzEzw,3.82,10,0
v4jcO6Rr-CDzHkCKspxpnw,5.0,2,0
DfZZv6UJhayJY7h-VIwg6w,4.67,3,0
wlJTqSuqU8WBp3Aft_sfFQ,5.0,3,0
ELWenvJS0G97YBX1csC_Wg,3.0,2,0
B7BjTLY3kKq3rBe3DCeSQg,2.33,3,0
akbcBgbPljyzpnSBKHXh8g,1.0,1,0
q_T_56p1I63qdpf_Yxbx6Q,5.0,3,0
aSeVHQ-71cUcZnOnOXJUnQ,1.0,1,0
fkZPbCgFe-0sBHI6FzjLTw,4.75,8,0
ldMb_bZMqhcFU32HCimsSw,5.0,3,0
oj3730fx3Z2Gih-5VtQ1Jg,5.0,1,0
wR-VmVRPSz0buXx5JRV3UA,3.8,5,3
C8fNpd6_VWlpgfhuQaCaDA,5.0,2,0
sdQZZ5KY_eZM7x1o1uRCtw,3.86,6,0
dLHk5RajKEfbYz-iKCi9jw,3.5,8,0
-NXOEKd2dtjGYgBtD2pCKQ,1.5,1,0
my1jiWCgQ50JgFrUHA0tIQ,3.5,4,2
sW5b9NR-vV1ypVS1Gd_1TQ,4.0,4,0
x8e1Cc1lh835Q1CpHAD0RQ,2.0,3,1
viXh8Pdmjcoesf1QSh3HZQ,4.25,4,0
JMMn2pW2mRFgtfy9p8ovtg,4.38,6,0
eZuJRRADLmgiszeIZmpnnw,5.0,1,0
LaLQEtmh9iVobPpxSlR0wQ,5.0,4,0
TWDnTAdebtBr-AKPppBpYQ,4.0,3,3
AVjqzh-1ylCmQ2RLR4Pyzw,5.0,3,0
tYQdo3nw6CzbHsyggOn-DA,5.0,4,0
UVhYZaY-DrzoeCCAVNxfUw,2.0,1,0
QRI2ZdsQMhYmi_ZQSuOAgw,3.0,2,0
n9h9fIkfyXPcbvgukX_5tg,4.12,25,3
gkdxUedtgDX1Tn1DpVWXtA,2.63,8,7
_AIj5RZTp0na5LUp9xo9Mg,1.0,7,1
RKKmk8jzIKaU-u-NN5ui1g,2.5,12,0
Om5mzcRjeHZJDjw-xCHF0w,5.0,1,0
f_LXvOONmYwKJqgH0dHb7g,4.25,4,0
MUqVepzKZmfrb5eUQ9_0DQ,4.0,3,0
cHBorLEc7joHfmnwl4yOsQ,3.6,5,7
3el8epysIw98d75FNEFIkQ,1.0,1,0
Rh2mSn2amcRWBXaRDTaRQA,3.0,2,0
GDaelIjovMulp3KmaybX3A,4.5,2,1
MKaJlQ_fY0e6gsGm83WPKg,4.0,14,0
DN90GBwSiXOZQ8excVT4cA,5.0,1,0
0xp4Um4k0lCVNaOo5fhaLA,4.0,2,1
TKC7dTeaIm4CamL5MiisWg,5.0,1,0
tveGNCXqBRoYZloUM1iuoA,4.43,6,0
BI8B1ysmN8hBINy8HgSowA,4.18,33,0
SFv7ksOCzZcyNQH0uaQQTw,5.0,1,0
7WssA6jbxkr1Yk6slHOyDw,3.7,9,1
mMKQPNXMtBqDCP4ClMhdYQ,4.78,9,1
86qZY-21Zx8w_yiL0HJ3KQ,2.33,2,8
hPuOrgCCdUAtiCSJyTRJ7g,5.0,1,1
zLuigvtUeHSta1f6_ts90A,3.5,4,4
BArjH2vHo5adQcjAWi_2_A,5.0,1,0
8EXFEUUo6vjoT27sBuR1Zg,5.0,1,0
b3wBtkTnQiBiYMzj9o-Qug,4.0,2,1
SG6Vqwf4UK0NZlZJySuElg,2.0,5,0
7yOHpEFXuN5CYvm7GhxvDQ,1.0,1,0
lOxNXqmd1S-Zagr3A1HR_Q,2.0,2,3
WVqGQ8nAMfDPZJcqLm_87g,4.0,5,0
iXMdHtqzaqn6SXaF5jvldw,5.0,1,0
Q-5RLFYPWxzD01QknxzSaQ,3.5,37,9
7WitBpypXEPALQKKyB_5xg,4.0,13,4
v2Rk5lQWal8ane1Slx5nqw,4.64,9,0
HSr9FSqqK7qjhB7h76XPEA,3.85,32,1
iEy4-7SF4kgj0u-aivdYDg,5.0,1,0
xqALGiY3VXbLtDnIZQj6Ow,4.5,8,0
LGEXIeCuK-veKdSBIUbD-w,5.0,4,1
K41YSb4X9J0GdSW4oMBqng,1.0,1,0
9IIzwwosLsPkkfdVlzibOg,4.83,6,0
McXU44vaQbuEx7_gXCPmkQ,3.22,9,2
ZzSvt30h1XyE9NGPpKd_qw,3.84,45,3
eM09Q7l7akt2w-rLOQ19fQ,5.0,1,0
m4Y0jRnP-O_wwVcJRciVvw,3.11,9,0
oV_0R7Kc9iN64a0AHqV9Iw,5.0,4,0
osAW5zP04iOdAfLq8Og2UA,3.91,9,0
t5MDbBVkhwc8V6tFvliBWQ,5.0,1,0
A4gUgdhQFJxOkvz3-R5jWg,4.0,4,0
vWXeCNPA1mnWkBKjoCRRqA,4.63,19,0
tlKaTJDfnSM44vBAR4A_ZA,3.0,1,0
wZnJeur7ttT7W06ZnBIptQ,3.19,18,0
uYlShd4-s2x3_jXoOGfSpQ,3.12,17,12
tgTsHTsSRic_OigScDXHog,4.0,3,0
